# mesh name: cylMesh_1
# primitive scorer name: eDep
0,0,0,2319.238569908658
0,1,0,2348.904299513329
0,2,0,2338.022599657039
0,3,0,2369.819346222034
0,4,0,2365.055272851856
0,5,0,2392.19914603295
0,6,0,2417.36369122191
0,7,0,2469.46762546479
0,8,0,2478.673352404404
0,9,0,2517.283152759226
0,10,0,2512.516860295829
0,11,0,2577.488682593074
0,12,0,2572.625440139566
0,13,0,2601.314355308787
0,14,0,2587.727509855279
0,15,0,2626.07850914818
0,16,0,2660.576704484744
0,17,0,2638.363376726884
0,18,0,2668.093446748702
0,19,0,2666.471283216962
0,20,0,2681.781766055971
0,21,0,2730.274490227428
0,22,0,2682.63794921534
0,23,0,2726.138514588063
0,24,0,2825.215579991047
0,25,0,2875.513450346068
0,26,0,2907.269370819026
0,27,0,2926.822011208178
0,28,0,2958.871278086001
0,29,0,2954.508202169337
0,30,0,2991.839173333115
0,31,0,3018.550908115024
0,32,0,3053.163165192476
0,33,0,3122.368142135272
0,34,0,3282.745373446578
0,35,0,3205.502633067103
0,36,0,3302.511041012705
0,37,0,3361.036803287278
0,38,0,3433.080061917632
0,39,0,3499.499045985369
0,40,0,3618.038828847191
0,41,0,3731.739390035588
0,42,0,3889.39123968003
0,43,0,3737.681407724876
0,44,0,3792.393897625866
0,45,0,3759.109813100195
0,46,0,3740.863207400773
0,47,0,3774.669230533635
0,48,0,3730.992930218034
0,49,0,3711.159621894248
0,50,0,3734.038082800485
0,51,0,3728.969703410802
0,52,0,3717.130301325788
0,53,0,3698.78660510501
0,54,0,3784.489579907307
0,55,0,3819.187289710779
0,56,0,3768.524783325281
0,57,0,3764.730956814471
0,58,0,3864.875830504081
0,59,0,3740.650046846672
0,60,0,3771.52315388399
0,61,0,3739.400977654522
0,62,0,3755.234271033207
0,63,0,3734.426954239372
0,64,0,3677.585875769346
0,65,0,3663.997138011326
0,66,0,3586.914476587147
0,67,0,3701.773030357313
0,68,0,3670.878170899748
0,69,0,3756.072325383987
0,70,0,3804.027317843921
0,71,0,3799.40877470375
0,72,0,3721.600872561818
0,73,0,3657.110276207131
0,74,0,3726.027416936187
0,75,0,3750.860553028651
0,76,0,3673.770427467242
0,77,0,3715.983951740262
0,78,0,3759.67466965598
0,79,0,3711.487753839555
0,80,0,3768.909845831588
0,81,0,3876.705377148287
0,82,0,3802.184288953393
0,83,0,3998.271699091554
0,84,0,3124.501250143895
0,85,0,1410.595224018477
0,86,0,289.4847487923383
0,87,0,18.17855679940909
0,88,0,0.674185849647348
0,89,0,0.3131434897351507
0,90,0,0.7505137978123072
0,91,0,0.5541411423906827
0,92,0,0.416475139111306
0,93,0,0.8526622121351179
0,94,0,0.136131970261738
0,95,0,0.1500776764495727
0,96,0,0.1552143160200388
0,97,0,0.2026380129578941
0,98,0,0.1905624948120812
0,99,0,0.2095414230645608
0,100,0,0.4034609730998534
0,101,0,0.3188222395539349
0,102,0,0.4800566015478815
0,103,0,0.2046552558217223
0,104,0,0.9072247868467032
0,105,0,0.2054038195997516
0,106,0,0
0,107,0,0
0,108,0,0
0,109,0,0
0,110,0,0.0280268703690002
0,111,0,0
0,112,0,0
0,113,0,0.09968554055762829
0,114,0,0
0,115,0,0
0,116,0,0
0,117,0,0
0,118,0,0
0,119,0,0
0,120,0,0
0,121,0,0
0,122,0,0
0,123,0,0
0,124,0,0
0,125,0,0
0,126,0,0
0,127,0,0
0,128,0,0
0,129,0,0
0,130,0,0
0,131,0,0
0,132,0,0
0,133,0,0
0,134,0,0
0,135,0,0
0,136,0,8.555335539100289
0,137,0,0.01892240992837984
0,138,0,0
0,139,0,0
0,140,0,0
0,141,0,0
0,142,0,0
0,143,0,7.074839265399587
0,144,0,0.00037967190485233
0,145,0,0
0,146,0,0
0,147,0,0
0,148,0,0
0,149,0,0.0008964872390606615
0,150,0,0.0003971709597863082
0,151,0,0
0,152,0,0
0,153,0,0
0,154,0,0
0,155,0,0.0002363182788940321
0,156,0,0
0,157,0,0
0,158,0,0
0,159,0,0
0,160,0,0
0,161,0,0
0,162,0,0.3844799336619202
0,163,0,0
0,164,0,0
0,165,0,0
0,166,0,0
0,167,0,0
0,168,0,0.005122533576967249
0,169,0,0
0,170,0,0
0,171,0,0
0,172,0,0.009713290356380543
0,173,0,0
0,174,0,0
0,175,0,0
0,176,0,0
0,177,0,0
0,178,0,0
0,179,0,0
0,180,0,0
0,181,0,0
0,182,0,0
0,183,0,0
0,184,0,0
0,185,0,0
0,186,0,0
0,187,0,0
0,188,0,0
0,189,0,0
0,190,0,0
0,191,0,0
0,192,0,0
0,193,0,0
0,194,0,0
0,195,0,0
0,196,0,0
0,197,0,0
0,198,0,0
0,199,0,0
